 Blood Bank Name, Address, Contact No, Latitude, Longitude
Ruban Memorial Hospital Blood Bank,"19 Patliputra Colony, Near Patliputra Golambar

","0612 2270097, 0612 2270059",25.6277173,85.111875
Indian Red Cross Society (IRCS) Blood Bank,"Red Cross Blood Bank, Purnea, Red Cross Bhawan Line Bazar
",0654 244211,25.785486,87.488251
Bose Clinic Blood Bank,"Dehral on Sone, Canal Road, Rohtas
",06184 25009,24.9073192,84.1772973
Sadar Hospital Sasaram Blood Bank,"Rauza Road, Laxkariganj, Near Head Post Office, Sasaram
",6184227105,24.952782,84.013897
Narayana Medical College and Hospital Blood Bank,"Jamuhar Sasaram, Rohtas
",06184 281888,24.9388933,84.0986459
Sadar Hospital Samastipur Blood Bank ,"14, State Highway 50, Azad Nagar, Samastipur, ",06274 222 331,25.857206,85.778507
Sadar Hospital Sheikhpura Blood Bank,"Near Dallu Chowk, Sheikhpura,","06341 225172,  06341 225013",25.133195,85.841424
"Department of  Transfusion Medicine, PGIMER Blood Bank","Blood Bank, Department of Transfusion Medicine, Nehru Hospital, PGIMER, Sec-12, Chandigarh. ",0172 2756481 ,30.765913,76.775488
Rotary and Blood Bank Society Resource Centre,"Plot No:4, Dakshin Marg, Sector 37A, Chandigarh",0172 2696057 ,30.74211,76.755138
Government Medical College and Hospital Blood Bank ,"Department of Transfusion Medicine ,Government Medical College and Hospital, Sector-32, Chandigarh","0172 2665253, 0172 2601023 (Extn. 1166)",30.709289,76.780536
Government Multispeciality Hospital Blood Bank,"Blood Bank, Government Multispeciality Hospital, Room No. 164 Sector 16 Chandigarh.",0172 2701288,30.751021,76.780967
Maharani Hospital Blood Bank ,"Lt. brkm .govtmedical college jagdalpur
chandni chouk jagdalpur",07782-225958,19.085071,82.023963
Chhattisgarh Insititute of Medical Sciences (CIMS) Blood Bank ,"Gond Para, Gole Bazar","07752221425, 077522 30030",22.087621,82.152265
Bilaspur District Hospital Blood Bank ,"Sardar Vallabhbhai Patel District Govt Hospital, old bus stand road
Opposite to Rajeev plaza",07752 421898,22.074225,82.158399
Apollo Hospital Blood Bank ,"Village - Lingyadih, Seepat Road",07752 248300 - 1030/31,22.087007,82.177637
"Shri Rawatpura Sarkar Lok Kalyan Trust, Bilasa Blood Bank ","2nd Floor, Bhawe Razab Ali Chamber, 
Opposite to CIMS Hospital, Sadar Bazaar, Bilaspur",7752656422,22.086695,82.152539
NMDC Apollo Hospital Blood Bank,"Bailadila Iron Ore Mines, Bacheli, Dantewada",07857 230050,18.703695,81.248612
District Hospital Blood Bank Dantewada,"Civil Surgeon, District Hospital, Dantewada",07856 252830 ,18.89362167,81.3504983
NMDC Project Hospital Blood Bank,"Bailadila Iron Ore Mine, Kirandul Complex",7857255229,18.634249,81.252895
Dhamtari Christian Hospital,"Industrial Area, Raipur Road, Dhamtari", 077222 40362,20.718748,81.55154
B.S.R. Cancer Hospital,"B.S.R. Cancer Hospital (P.A.) Limited, Junwani Road, Smriti Nagar, Bhilai, Near T.I. Mall",7884085100,21.216312,81.322622
Chandulal Chandraker Memorial (C.C.M.) Medical College Blood Bank,"Kachandur, Kurud-Road",0788 6006061,21.251525,81.337451
Durg District Hospital  Blood Bank,"Civil Surgeon, District Hospital, Durg",7882219888,21.187096,81.279227
J.L.N Hospital & Research Center  Blood Bank,Sector-9 Bhilai,0788 2856020,21.189732,81.316117
Kawardha District Hospital Blood Bank  ,"Civil Surgeon, District Hospital, Kawardha","07741 235553, 07741 233413",22.036,81.221
Kanker District Hospital Blood Bank  ,"Civil Surgeon, District Hospital, Kanker",7868241063,20.264724,81.495155
Nehru Centenary Hospital Blood Bank,"SECl Gevra Area, Gevra Project","07815275309, 07815262456",22.3460511,82.5657545
"Bilash Blood Bank,KORBA","HIG-21, Ext. M. P. Nagar, Ghantaghar Chowk",7759644655,22.358763,82.7203479
Lions Blood Bank,"Lahu ram Colony, Adarsh Nagar",07759-246951,22.3588408,82.7201873
Christian Hospital Blood Bank,"Tilak Ward Lormi Road,  Mungeli",775564003,22.070986,81.687633
Ramakrishna Mission Ashram Blood Bank,"Ramakrishna Mission Ashram, Narayanpur",07781 252370,19.716626,81.229284
District Hospital Blood Bank Mahasamund,"Mahasamund Raipur Road, Kharora Village",7723222203,21.1193227,82.0743057
O.P. Jindal Hospital & Research Centre Blood Bank ,"Jindal Education and Welfare Society, INN Plaza, Kharsia Road, Patrapali",07762 - 227034 (EXT: 43659),21.927279,83.359147
Sewa Blood Bank,"Opposite to Kirodimal district hospital, Gopi Talkies Road",07762 225400,21.890931,83.3966244
"Dr B R Ambedkar Memorial Hospital, Model Blood Bank","Room No:120, 1st Floor, Attached with PT.J.N.M Medical College, Jail Road
",0771 2890090,21.25076,81.639
Indian Red Cross Society Blood Bank,"Pt. J. N. M. Medical College premises, Jail Road, Raipur",0771 2880111,21.15,81.38
Thawait Blood Bank,"Flat No: 201, Rajeev Gandhi Complex, Balashram Katchery Chowk, Near State Bank of India",0771 4221709,21.2192959,81.6397101
City Blood Bank,"Adarsh Bazar, G.E Road, Near Vivekanand Ashram","07714032241, 07716460810",21.240907,81.620688
Sai Sahara Blood Bank,"Garcha Complex, Jail Road ",0771 2551050,21.251385,81.629642
Narayana Hrudayalaya MMI Blood Bank,"NHMMI Hospital Campus, Lalpur, Dhamtari Road",0771 4210902 (Ext-928),21.21327,81.65767
United Blood Bank,"New Bus Stand, Pandri, Hotel Guru Ki Gali Mein, Near Raja Talab,",077124 32002,21.2507583,81.6472233
SSD Blood Bank,"Katora Talab Chowk, Near Netaji Hotel, Opposite to Swapnil Nursing Home","0771 2432511, 07712422980",21.235832,81.652249
Chhattisgarh Blood Bank,"Agarainal Ramkrishna Care Hospital Premises, Opp. RKC Complex, Great Eastern Rd, Ramkund,  
Near Dhuppad Petrol Pump","0771 4088109,  077130 60518",21.246825,81.61188
Bilasa Blood Bank,"Sr. HIG -10,Sector-03, Shanker Nagar",0771-4009304,21.25435,81.66339
Srishti Blood Bank,"2nd Floor, Dhillon Complex, Near Sindhi School, Jawahar Nagar,",7354111119,21.247,81.656
Shree Narayana Hospital Blood Bank,"Near Ganj Mandi, Behind Sector - 5, Devendra Nagar, Pandri",0771 3001234,21.263533,81.649825
Rajdhani Blood Bank,"Main Road, Badhaipara
","0771 2292120, 0771 2292130",21.244963,81.630129
Evangelical Mission Hospital Blood Bank,"Tilda, P.O. Neora",07721 - 233599,21.553982,81.79053
Raipur Institute of Medical Science,"RIMS Knowledge Park, Bhansoj Road, Off NH-6,
",0771-3053060-88 (29 Lines),21.263176,81.637035
Aashirwad Blood Bank,"H. No. S-5, Rajiv Nagar, Shankar Nagar, Behind Cristal Arcade Complex",0771 4043768,21.258245,81.66018
Holy Cross Hospital Blood Bank,"Ambikapur, Surguja District ",077742 23733,23.134176,83.193534
Tej Blood Bank,"Plot No. 3528/47, Jail Road, Babupara
Opposite to Joda Talab",07774 222666,23.117556,83.191169
Indian Red Cross Society (IRCS) Blood Bank,"IRCS Red Cross House, Opposite to Bus Stand","0260 2640911, 0260 2640577",20.276266,73.008306
Daman Raktadan Kendra,"Government Hospital Marwad Campus,  Nani Daman.",0260 2255110,20.433246,72.831276
Diu District Blood Bank,"Govt Hospital
Near Sports Complex, Main Road, DIU",02875 252480,20.712855,70.988929
Indian Red Cross Society (IRCS) Blood Bank,"1, Red Cross Road, Near Parliament House",011-23711551,28.618675,77.21089
Dr. Ram Manohar Lohia Hospital Blood Bank,"161, Kali Bari Ln, Havelock Square, Type III, President&#39;s Estate, ","01123404291, 01123404298",28.3734,77.125
Sucheta Kriplani Hospital Blood Bank,"C-604, Shaheed Bhagat Singh Marg, Connaught Place, Opposite to Shivaji Stadium Bus Terminal",011 23408271,28.63566,77.213327
Govind Ballabh (G.B.) Pant Hospital Blood Bank,"1, Jawahar Lal Nehru Marg, Delhi Gate 
","011-23232011, 011 23234242",28.639542,77.235159
"Regional Blood Tranfusion Center Blood bank, Central Zone","2 Jawarlal Nehru Marg, Delhi Gate, Near UBPH","011 23233809, 011 23231023",28.638986,77.23836
Kasturba Hospital Blood Bank,"Near Jama Masjid, Daryaganj",0112 3282915 ext 202,28.648838,77.238017
Sir Ganga Ram Hospital Blood Bank,"Old Rajindra Nagar, Near Janki Devi College","011 42251800, 011 42251868, 011 42251869, 011 42251872, 011 25750000, 011 25751111, 011 25735205, 011 25861463",28.638675,77.189489
Lal Bahadur Shastri Hospital Blood Bank,"Near Kalyanvas Colony / Mayur Vihar Phase -II, GNCTD Kichdipur ",011 22783633,28.617839,77.311452
Max Super Specialty Hospital Blood Bank,"Max Balaji Hospital (A unit of Balaji Medical and Diagnostic Research Centre), 108-A, Indraprastha Extension, Opposite Sanchar Apartment, Patparganj","011 66242515, 011 43033333",28.633501,77.308836
Dr. Hedgewar Arogaya Sansthan Blood bank,"F-18, Karkardooma","011 22301148, 011 22301149, 011 22309407",28.655875,77.293489
Lions Blood Bank East Delhi,"369, II Floor, FIE, Near M.C.D. Office, Patparganj Industrial Area
Near Punjab National Bank
","011 43009747, 011-42828091",28.641094,77.309423
Dharamshila Cancer Foundation and Research Centre Blood Bank,"4th floor, Vasundhara Enclave, Near New Ashok Nagar Metro Station",1143066436,28.602512,77.314182
Northern Railway Central Hospital Blood Bank,"Basant Lane, Connaught Place","011 23747989, 011 23744150, 011 23744170",28.636518,77.217459
Pushpawati Singhania Research Institute Blood bank,"Press Enclave Marg, Sheikh Sarai, Phase-II",1130611780,28.533218,77.225185
"Cardio Neuro Centre Blood Bank, AIIMS ","AIIMS, Ansari Nagar","011 26593625, 011 26593749",28.566539,77.20984
Hindu Rao Hospital Blood Bank,"G Block 4th floor, Near Civil Lines Malkaganj",011 23905713,28.67538,77.212312
St. Stephen&#39;s Hospital Blood Bank,"Tis Hazari, Opposite to Tis Hazari Metro Station","011 23966021, 011 23966022, 011 23966023, 011 23966024 ",28.665135,77.214542
Sant Pramanand Hospital Blood Bank,"18, Sham Nath Marg, Civil lines,","011-23981260, 011 23994401, 011 23994402",28.677715,77.224099
Swami Dayanand Hospital Blood Bank,Dilshad Garden ,"011 22581031, 011 22583809 ",28.678471,77.304087
Mission Jan Jagriti Blood Bank,"MGS Hospital, 35/37 Rohtak road, West Punjabi Bagh
Adjacent to Maharaja Aggarsen Hospital, Near Shivali park metro station ",011 47053443,28.606008,77.295437
Sushruta Trauma Centre Blood Bank,"Civil Lines, 9, Metcalf Road","011 23906014, 011 23906028",28.680339,77.227674
Sanjay Gandhi Memorial Hospital Blood Bank,"S-Block, Mangolpuri","011 27922843, 011 27916137",28.692792,77.081656
Sunder Lal Jain Charitable Hospital Blood Bank,"Ashok Vihar, Phase-III",011 47030900,28.691886,77.181583
Max Super Specialty Hospital Blood Bank,"Max Super Specialty Hospital (A Unit of Max Health Care Institute Ltd), FC-50, Block C and D, Shalimar Bagh",011 66422222,28.727954,77.152927
Lions Blood Bank,"A.K.-100, Shalimar Bagh","011 42258080, 011 47122000 ",28.704148,77.162213
Mission Jan Jagriti Blood Bank,"1, Altius Sonia Hospital, Basement, 1, Gulshan Park, Rohtak Road, Nangloi Metro Station, Metro Piller Number 444","011 30580345, 011 30777777",28.501683,77.246745
Saroj Super Speciality Hospital  Blood Bank,"Saroj Super Speciality Hospital (Run by Ganesh Das Chowla Charitable Trust-Regd.), Sector-14, Rohini, Madhuban Chowk
","011 47903333, 011 27903276",28.70612,77.129045
Rajiv Gandhi Cancer Institute and Research Center Blood Bank,"Rajiv Gandhi Cancer Institute, Sector-V Rohini ","011 47022222, 011 27051011  ",28.716471,77.11093
Dr. Baba Sahab Ambedkar Hospital Blood Bank,"Sector-6, Rohini","011 27049950, 011 27055585",28.715052,77.113639
Delhi Heart and Lung Institute Blood Bank,"3 MM-11, Panchkuian Road","011 42999999, 011 42988899, 011 23538351",28.641636,77.205219
Park Hospital Blood Bank,"Keshopur Sabzi Mandi, New Chaukhandi, Vishnu Garden",011 45323232 ,28.651772,77.093105
Fortis Hospital Blood Bank,"A-Block, Shalimar Bagh",011 45302282,28.709162,77.170214
Brahm Shakti Hospital and Research Centre Blood Bank,"Brahma Shakti Hospital, U-1/78, Budh Vihar ","011 27537894, 011 27532428, 011 27531683, 011 27537967",28.712343,77.081205
Guru Tegh Bahadur Hospital Blood Bank,"G. T. B. Hospital, Shahdara",011 22590148,28.683856,77.309903
Holy Family Hospital Blood Bank,"Holy Family Hospital, Okhla Road",011 26332800,28.563012,77.275829
Batra Hospital and Medical Research Centre Blood Bank,"1, Tuglakabad Institutional Area, Mehrauli Badarpur Road, Tughlakabad","011 29958747, 011 29957487",28.513468,77.245773
All India Institute of Medical Sciences (AIIMS) Blood Bank,"AIIMS, Main Blood Bank, Ansari Nagar, Ring Road","011 26594438, 011 26594400",28.567152,77.20902
Safdarjung Hospital Blood Bank,"Safdarjung Hospital, Ansari Nagar, Ring Road
","011 26707254, 011 26707124",28.568016,77.205765
Shri Moolchand Khariti-Ram Hospital and Ayurvedic Research Institute ,"Mool Chand Hospital, Lajpat Nagar-III",011 42000476,28.566225,77.235575
National Heart Institute Blood Bank,"49, Community Center, East of Kailash","011 26414156, 011 26414157",28.5574087,77.2457177
Max Super Specialty Hospital Blood Bank,"Max Super Specialty Hospital, Heart and Vascular Institute (A Unit of Devki Devi Foundation Institute), 2, Press Enclave Road, Saket","011 26515050, 011 26505252",28.527512,77.213547
Saket City Hospital Blood Bank,"Mandir Marg, Press Enclave Road, Saket","011 40699999, 011 71211062",28.527686,77.214348
Rockland Hospital Qutab Blood Bank,"B, 33-34, Qutab Institutional Area",011 47667357,28.53736,77.181113
Primus Ortho and Spine Hospital Blood Bank,"Primus Super Speciality Hospital,02, Chandragupta Marg, Lower Ground Floor, Chanakyapuri","011 66206630, 011 66206640",28.5929,77.181273
White Cross Blood Bank,"A-60, East of Kailash","011 26831063, 011 26844140",28.560675,77.253601
Rotary Blood Bank,"56-57, Institutional Area, Tughlakabad , Next to Batra Hospital
","011 29054068, 011 29054066, 011 29962078",28.513434,77.24269
Jai Prakash Narayan Apex Trauma Centre Blood Bank,"Jai Prakash Narayen Apex Trauma Centre, AIIMS, Raj Nagar,
Ring Road","011 26731166, 011 26731179, 011 26731169, 011 26108000, 011 26109000",28.568128,77.200338
Fortis Escort Heart Institute Blood Bank,"Fortis Escort Heart Institute, Okhla Road

",011 26825053,28.560455,77.273777
Hakeem Abdul Hameed Centenary Hospital Blood Bank,"Jamia Hamdard, Hamdard Nagar",011 26059668,28.513711,77.251861
Apollo Hospital Blood Bank,"Indraprastha Medical Corporation, Sarita Vihar","011 26925801, 011 26925858, 011 26825707",28.540647,77.283445
Armed Forces Transfusion Centre Blood Bank,"Delhi Cantonment, Area Sadar Bazar, Army Public School",011 23336685,28.596425,77.117561
Fortis Flt. Lt. Rajan Dhall Hospital Blood Bank,"Fortis Flt. Lt. Rajan Dhall Hospital (A unit of Flt. Lt. Ranjan Dhall Charitable Trust Regd.), Sector-B, Pocket-1, Aruna Asaf Ali Marg, Vasant Kunj",011 42776222,28.519397,77.160438
Institute of Liver and Biliary Sciences Blood Bank,"Institute of Liver and Biliary Sciences, D-1, Vasant Kunj",011 46300000 ,28.506259,77.165051
Mata Chanan Devi Hospital Blood Bank,"Mata Chanan Devi Hospital, C-1 Janakpuri New Delhi ","011 45582193, 011 45582194",28.618861,77.078382
Bhagat Chandra Hospital Blood Bank,"RZF-1/1, Mahavir  Enclave, Palam",011 45254525,28.593451,77.081221
Indian Spinal Injuries Centre Blood Bank,"Indian Spinal Injuries Centre, C-8, Vasant Kunj",011 42255387,28.532663,77.141765
Bensups Hospital Blood Bank,"Bansups Avenue, Sector 12, Dwarka",011 45017615,28.592838,77.044191
Blood Bank Organisation,"11/6-B, Shanti Chamber, Opposite Telephone Exchange, Pusa Road",011 25721870,28.642777,77.18156
E. S. I. Hospital Blood Bank,"E S I Hospital, Basai  Darapur, Ring Road","011 25970808, 011 25100664",28.657697,77.13012
Maharaja Agrasen Hospital Blood Bank,"Maharaja Agrasen Hospital, West Punjabi Bagh",011 40777777 (Exte. 6700),28.67408,77.134063
Sri Balaji Action Medical Institute Blood Bank,"Sri Balaji Action Medical Institute, FC-34, A-4, Paschim Vihar","011 42888888, 011 45666666",28.673738,77.110226
Dr. B. L. Kapoor Memorial Hospital Blood Bank,"B. L. K. Memorial Hospital,  Pusa Road","011 30653095, 011 30653926",28.643642,77.179979
Kalra Hospital and Shri Ram Cardiothoracic and Neurosciences Center (SRCNC) Blood Bank,"Kalra Hospital SRNCNC, A-4, Kirti Nagar",011 45005700,28.657823,77.142691
"R.B.T.C (wz), Deen Dayal Upadhyay Hospital","Deen Dayal Upadhyay Hospital, Hari Nagar, Near Clock Tower","011 25129345, 011 25494403, 011 25494405",28.583437,77.117583
Jaipur Golden Hospital Blood Bank,"Jaipur Golden Hospital, 2, Industrial Area,  Rohini, Sector-III ","011 27907248, 011 27907238, 011 27907000",28.697734,77.109478
District Hospital Blood Bank ,"District Hospital, Pedem, Mapusa, Goa ",0832 2253387,15.597585,73.820198
Goa Medical College Blood Bank,"Goa Medical College, Bambolim, Tiswadi, Goa ",0832 2458724,15.463768,73.858813
Hospicio Hospital Blood Bank,"Hospicio Hospital, Margao, Salcete, Goa ","0832 2703801, 0832 2705664",15.27947,73.960567
Apollo Victor Hospital Blood Bank,"Apollo Victor Hospital, Malbhat, Margao",0832 2728888,15.268835,73.965605
SMRC&#39;s V. M. Salgaocar Hospital Blood Bank,"SMRC&#39;s V.M.Salgaocar Hospital, Chicalim, off Airport Road, Vasco-da-Gama

","0832 6691919, 0832 2540218",15.395075,73.837127
V. S. Hospital Blood Bank,"C/o. Sheth, Vadilal Sarabhai (V.S.) Hospital, Ellisbridge, Ahmedabad",079 26577621  (Extn.341),23.020595,72.571659
Smt. Shardaben Hospital Blood Bank,"Smt. Laxmiben Chimanlal Lalbhai Blood Bank, C/o. The Superintendent, Smt. Shardaben Chimanlal Municipal General Hospital, Saraspur, Ahmedabad.","079 22164261, 079 22924264",23.035285,72.617719
L. G. Hospital Blood Bank,"Sheth L.G. General Hospital and Blood Bank, Maninagar, 
Ahmedabad",079 25461380 / 81 / 82 / 83 / 84 (Extn. 219) ,22.999464,72.60458
Civil Hospital Blood Bank,"Blood Bank, Department of IHBT, C/o.The Civil Hospital, Asarwa, Ahmedabad","079 22683949/50/51/52/53/54/55, 07922683721-31 (Extn.1419)",23.051227,72.6055
General Hospital Blood Bank Sola,"Blood Bank, Civil Hospital, Sarkhej Highway, Near Gujarat High Court,  Sola, Ahmedabad","079 27664349, 079 27432584, 079 27474359 (Exte.210)         ",23.082702,72.525858
Indian Red Cross Society Blood Bank,"Indian Red Cross Society, J. L. Thakore Red Cross Bhavan, 
18-Gujarat Brahmkshatriya Society, Behind Suvidha Market,
Paldi, Ahmedabad","079 26651833, 079 26650855",23.012718,72.55774
The Gujarat Cancer & Research Institute Blood Bank,"The Gujarat Cancer & Research Institute, M.P. Shah Cancer Hospital, Civil Hospital Campus, Asarwa, Ahmedabad","079 22681451, 079 22688061, 079 22688062, 079 2268 8000 ",23.039061,72.610263
Institute of Kidney Disease and Research Centre ,"Blood Bank, The Institute of Kidney Disease and Research Centre, Civil Hospital Compound, Asarwa, Ahmedabad","079 22687164, 079 22687165, 079 22687000, 079 22685609",23.051439,72.605577
Help Voluntary Blood Bank  ,"Help Voluntary Blood Bank (Green Cross Voluntary Blood Bank Pathology and RIA Laboratory) 6 and 7, Kotyark Complex, Opposite to L.G. Hospital, Maninagar, Ahmedabad ",079 65136744,23.000103,72.604863
GUJARAT CANCER MEDICAL COLLEGE,"Blood Bank, Gujarat Cancer Society Medical College Hospital and Research Centre, 
Opp. D.R.M. office, Swadesi Mill compound,
Near Chamunda Bridge, 
Ahmedabad","079 6648138,079 66048000",23.038706,72.610334
General Hospital Blood Bank ,"Model Hospital Blood Bank, (ESIS), Blood Bank, Bapunagar, Ahmedabad","079 22745770, 079 22743935",23.028114,72.623869
